"Plot Title: Logger 1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137185, SEN S/N: 20137185)","Bad Battery (LGR S/N: 20137185)","Coupler Attached (LGR S/N: 20137185)","Host Connected (LGR S/N: 20137185)","Stopped (LGR S/N: 20137185)","End Of File (LGR S/N: 20137185)"
37,03/31/20 01:30:00 PM,20.234,,,,,
38,03/31/20 01:35:00 PM,20.234,,,,,
39,03/31/20 01:40:00 PM,20.234,,,,,
40,03/31/20 01:45:00 PM,20.234,,,,,
41,03/31/20 01:50:00 PM,20.138,,,,,
42,03/31/20 01:55:00 PM,20.234,,,,,
43,03/31/20 02:00:00 PM,20.234,,,,,
44,03/31/20 02:05:00 PM,20.138,,,,,
45,03/31/20 02:10:00 PM,20.234,,,,,
46,03/31/20 02:15:00 PM,20.234,,,,,
47,03/31/20 02:20:00 PM,20.234,,,,,
48,03/31/20 02:25:00 PM,20.138,,,,,
49,03/31/20 02:30:00 PM,20.234,,,,,
50,03/31/20 02:35:00 PM,20.234,,,,,
51,03/31/20 02:40:00 PM,20.234,,,,,
52,03/31/20 02:45:00 PM,20.234,,,,,
53,03/31/20 02:50:00 PM,20.234,,,,,
54,03/31/20 02:55:00 PM,20.234,,,,,
55,03/31/20 03:00:00 PM,20.234,,,,,
56,03/31/20 03:05:00 PM,20.234,,,,,
57,03/31/20 03:10:00 PM,20.234,,,,,
58,03/31/20 03:15:00 PM,20.234,,,,,
59,03/31/20 03:20:00 PM,20.234,,,,,
60,03/31/20 03:25:00 PM,20.234,,,,,
61,03/31/20 03:30:00 PM,20.234,,,,,
62,03/31/20 03:35:00 PM,20.234,,,,,
63,03/31/20 03:40:00 PM,20.234,,,,,
64,03/31/20 03:45:00 PM,20.234,,,,,
65,03/31/20 03:50:00 PM,20.234,,,,,
66,03/31/20 03:55:00 PM,20.234,,,,,
67,03/31/20 04:00:00 PM,20.234,,,,,
68,03/31/20 04:05:00 PM,20.234,,,,,
69,03/31/20 04:10:00 PM,20.234,,,,,
70,03/31/20 04:15:00 PM,20.234,,,,,
71,03/31/20 04:20:00 PM,20.234,,,,,
72,03/31/20 04:25:00 PM,20.234,,,,,
73,03/31/20 04:30:00 PM,20.234,,,,,
74,03/31/20 04:35:00 PM,20.234,,,,,
75,03/31/20 04:40:00 PM,20.234,,,,,
76,03/31/20 04:45:00 PM,20.234,,,,,
77,03/31/20 04:50:00 PM,20.234,,,,,
78,03/31/20 04:55:00 PM,20.234,,,,,
79,03/31/20 05:00:00 PM,20.234,,,,,
80,03/31/20 05:05:00 PM,20.234,,,,,
81,03/31/20 05:10:00 PM,20.234,,,,,
82,03/31/20 05:15:00 PM,20.234,,,,,
83,03/31/20 05:20:00 PM,20.234,,,,,
84,03/31/20 05:25:00 PM,20.234,,,,,
85,03/31/20 05:30:00 PM,20.234,,,,,
86,03/31/20 05:35:00 PM,20.234,,,,,
87,03/31/20 05:40:00 PM,20.138,,,,,
88,03/31/20 05:45:00 PM,20.234,,,,,
89,03/31/20 05:50:00 PM,20.138,,,,,
90,03/31/20 05:55:00 PM,20.234,,,,,
91,03/31/20 06:00:00 PM,20.234,,,,,
92,03/31/20 06:05:00 PM,20.138,,,,,
93,03/31/20 06:10:00 PM,20.138,,,,,
94,03/31/20 06:15:00 PM,20.138,,,,,
95,03/31/20 06:20:00 PM,20.138,,,,,
96,03/31/20 06:25:00 PM,20.138,,,,,
97,03/31/20 06:30:00 PM,20.138,,,,,
98,03/31/20 06:35:00 PM,20.138,,,,,
99,03/31/20 06:40:00 PM,20.138,,,,,
100,03/31/20 06:45:00 PM,20.138,,,,,
101,03/31/20 06:50:00 PM,20.138,,,,,
102,03/31/20 06:55:00 PM,20.234,,,,,
103,03/31/20 07:00:00 PM,20.138,,,,,
104,03/31/20 07:05:00 PM,20.234,,,,,
105,03/31/20 07:10:00 PM,20.138,,,,,
106,03/31/20 07:15:00 PM,20.138,,,,,
107,03/31/20 07:20:00 PM,20.138,,,,,
108,03/31/20 07:25:00 PM,20.138,,,,,
109,03/31/20 07:30:00 PM,20.138,,,,,
110,03/31/20 07:35:00 PM,20.138,,,,,
111,03/31/20 07:40:00 PM,20.138,,,,,
112,03/31/20 07:45:00 PM,20.138,,,,,
113,03/31/20 07:50:00 PM,20.138,,,,,
114,03/31/20 07:55:00 PM,20.138,,,,,
115,03/31/20 08:00:00 PM,20.138,,,,,
116,03/31/20 08:05:00 PM,20.138,,,,,
117,03/31/20 08:10:00 PM,20.138,,,,,
118,03/31/20 08:15:00 PM,20.138,,,,,
119,03/31/20 08:20:00 PM,20.138,,,,,
120,03/31/20 08:25:00 PM,20.138,,,,,
121,03/31/20 08:30:00 PM,20.138,,,,,
122,03/31/20 08:35:00 PM,20.138,,,,,
123,03/31/20 08:40:00 PM,20.138,,,,,
124,03/31/20 08:45:00 PM,20.138,,,,,
125,03/31/20 08:50:00 PM,20.138,,,,,
126,03/31/20 08:55:00 PM,20.138,,,,,
127,03/31/20 09:00:00 PM,20.138,,,,,
128,03/31/20 09:05:00 PM,20.138,,,,,
129,03/31/20 09:10:00 PM,20.138,,,,,
130,03/31/20 09:15:00 PM,20.138,,,,,
131,03/31/20 09:20:00 PM,20.138,,,,,
132,03/31/20 09:25:00 PM,20.138,,,,,
133,03/31/20 09:30:00 PM,20.138,,,,,
134,03/31/20 09:35:00 PM,20.138,,,,,
135,03/31/20 09:40:00 PM,20.138,,,,,
136,03/31/20 09:45:00 PM,20.138,,,,,
137,03/31/20 09:50:00 PM,20.138,,,,,
138,03/31/20 09:55:00 PM,20.138,,,,,
139,03/31/20 10:00:00 PM,20.138,,,,,
140,03/31/20 10:05:00 PM,20.138,,,,,
141,03/31/20 10:10:00 PM,20.138,,,,,
142,03/31/20 10:15:00 PM,20.138,,,,,
143,03/31/20 10:20:00 PM,20.138,,,,,
144,03/31/20 10:25:00 PM,20.138,,,,,
145,03/31/20 10:30:00 PM,20.138,,,,,
146,03/31/20 10:35:00 PM,20.138,,,,,
147,03/31/20 10:40:00 PM,20.138,,,,,
148,03/31/20 10:45:00 PM,20.138,,,,,
149,03/31/20 10:50:00 PM,20.138,,,,,
150,03/31/20 10:55:00 PM,20.138,,,,,
151,03/31/20 11:00:00 PM,20.138,,,,,
152,03/31/20 11:05:00 PM,20.138,,,,,
153,03/31/20 11:10:00 PM,20.234,,,,,
154,03/31/20 11:15:00 PM,20.138,,,,,
155,03/31/20 11:20:00 PM,20.138,,,,,
156,03/31/20 11:25:00 PM,20.138,,,,,
157,03/31/20 11:30:00 PM,20.138,,,,,
158,03/31/20 11:35:00 PM,20.138,,,,,
159,03/31/20 11:40:00 PM,20.138,,,,,
160,03/31/20 11:45:00 PM,20.138,,,,,
161,03/31/20 11:50:00 PM,20.138,,,,,
162,03/31/20 11:55:00 PM,20.138,,,,,
163,04/01/20 12:00:00 AM,20.138,,,,,
164,04/01/20 12:05:00 AM,20.138,,,,,
165,04/01/20 12:10:00 AM,20.138,,,,,
166,04/01/20 12:15:00 AM,20.138,,,,,
167,04/01/20 12:20:00 AM,20.138,,,,,
168,04/01/20 12:25:00 AM,20.138,,,,,
169,04/01/20 12:30:00 AM,20.138,,,,,
170,04/01/20 12:35:00 AM,20.138,,,,,
171,04/01/20 12:40:00 AM,20.138,,,,,
172,04/01/20 12:45:00 AM,20.138,,,,,
173,04/01/20 12:50:00 AM,20.138,,,,,
174,04/01/20 12:55:00 AM,20.138,,,,,
175,04/01/20 01:00:00 AM,20.138,,,,,
176,04/01/20 01:05:00 AM,20.138,,,,,
177,04/01/20 01:10:00 AM,20.234,,,,,
178,04/01/20 01:15:00 AM,20.138,,,,,
179,04/01/20 01:20:00 AM,20.234,,,,,
180,04/01/20 01:25:00 AM,20.138,,,,,
181,04/01/20 01:30:00 AM,20.234,,,,,
182,04/01/20 01:35:00 AM,20.234,,,,,
183,04/01/20 01:40:00 AM,20.234,,,,,
184,04/01/20 01:45:00 AM,20.234,,,,,
185,04/01/20 01:50:00 AM,20.138,,,,,
186,04/01/20 01:55:00 AM,20.234,,,,,
187,04/01/20 02:00:00 AM,20.138,,,,,
188,04/01/20 02:05:00 AM,20.234,,,,,
189,04/01/20 02:10:00 AM,20.234,,,,,
190,04/01/20 02:15:00 AM,20.234,,,,,
191,04/01/20 02:20:00 AM,20.234,,,,,
192,04/01/20 02:25:00 AM,20.234,,,,,
193,04/01/20 02:30:00 AM,20.234,,,,,
194,04/01/20 02:35:00 AM,20.234,,,,,
195,04/01/20 02:40:00 AM,20.234,,,,,
196,04/01/20 02:45:00 AM,20.234,,,,,
197,04/01/20 02:50:00 AM,20.234,,,,,
198,04/01/20 02:55:00 AM,20.138,,,,,
199,04/01/20 03:00:00 AM,20.234,,,,,
200,04/01/20 03:05:00 AM,20.234,,,,,
201,04/01/20 03:10:00 AM,20.234,,,,,
202,04/01/20 03:15:00 AM,20.234,,,,,
203,04/01/20 03:20:00 AM,20.234,,,,,
204,04/01/20 03:25:00 AM,20.138,,,,,
205,04/01/20 03:30:00 AM,20.234,,,,,
206,04/01/20 03:35:00 AM,20.234,,,,,
207,04/01/20 03:40:00 AM,20.234,,,,,
208,04/01/20 03:45:00 AM,20.234,,,,,
209,04/01/20 03:50:00 AM,20.138,,,,,
210,04/01/20 03:55:00 AM,20.234,,,,,
211,04/01/20 04:00:00 AM,20.234,,,,,
212,04/01/20 04:05:00 AM,20.234,,,,,
213,04/01/20 04:10:00 AM,20.138,,,,,
214,04/01/20 04:15:00 AM,20.138,,,,,
215,04/01/20 04:20:00 AM,20.138,,,,,
216,04/01/20 04:25:00 AM,20.138,,,,,
217,04/01/20 04:30:00 AM,20.138,,,,,
218,04/01/20 04:35:00 AM,20.138,,,,,
219,04/01/20 04:40:00 AM,20.138,,,,,
220,04/01/20 04:45:00 AM,20.138,,,,,
221,04/01/20 04:50:00 AM,20.138,,,,,
222,04/01/20 04:55:00 AM,20.138,,,,,
223,04/01/20 05:00:00 AM,20.138,,,,,
224,04/01/20 05:05:00 AM,20.234,,,,,
225,04/01/20 05:10:00 AM,20.138,,,,,
226,04/01/20 05:15:00 AM,20.138,,,,,
227,04/01/20 05:20:00 AM,20.138,,,,,
228,04/01/20 05:25:00 AM,20.138,,,,,
229,04/01/20 05:30:00 AM,20.138,,,,,
230,04/01/20 05:35:00 AM,20.138,,,,,
231,04/01/20 05:40:00 AM,20.138,,,,,
232,04/01/20 05:45:00 AM,20.138,,,,,
233,04/01/20 05:50:00 AM,20.138,,,,,
234,04/01/20 05:55:00 AM,20.138,,,,,
235,04/01/20 06:00:00 AM,20.138,,,,,
236,04/01/20 06:05:00 AM,20.138,,,,,
237,04/01/20 06:10:00 AM,20.138,,,,,
238,04/01/20 06:15:00 AM,20.138,,,,,
239,04/01/20 06:20:00 AM,20.138,,,,,
240,04/01/20 06:25:00 AM,20.138,,,,,
241,04/01/20 06:30:00 AM,20.138,,,,,
242,04/01/20 06:35:00 AM,20.138,,,,,
243,04/01/20 06:40:00 AM,20.138,,,,,
244,04/01/20 06:45:00 AM,20.138,,,,,
245,04/01/20 06:50:00 AM,20.138,,,,,
246,04/01/20 06:55:00 AM,20.138,,,,,
247,04/01/20 07:00:00 AM,20.138,,,,,
248,04/01/20 07:05:00 AM,20.138,,,,,
249,04/01/20 07:10:00 AM,20.138,,,,,
250,04/01/20 07:15:00 AM,20.138,,,,,
251,04/01/20 07:20:00 AM,20.138,,,,,
252,04/01/20 07:25:00 AM,20.138,,,,,
253,04/01/20 07:30:00 AM,20.138,,,,,
254,04/01/20 07:35:00 AM,20.138,,,,,
255,04/01/20 07:40:00 AM,20.138,,,,,
256,04/01/20 07:45:00 AM,20.138,,,,,
257,04/01/20 07:50:00 AM,20.138,,,,,
258,04/01/20 07:55:00 AM,20.138,,,,,
259,04/01/20 08:00:00 AM,20.138,,,,,
260,04/01/20 08:05:00 AM,20.138,,,,,
261,04/01/20 08:10:00 AM,20.234,,,,,
262,04/01/20 08:15:00 AM,20.138,,,,,
263,04/01/20 08:20:00 AM,20.138,,,,,
264,04/01/20 08:25:00 AM,20.234,,,,,
265,04/01/20 08:30:00 AM,20.234,,,,,
266,04/01/20 08:35:00 AM,20.329,,,,,
267,04/01/20 08:40:00 AM,20.424,,,,,
268,04/01/20 08:45:00 AM,20.519,,,,,
269,04/01/20 08:50:00 AM,20.615,,,,,
270,04/01/20 08:55:00 AM,20.615,,,,,
271,04/01/20 09:00:00 AM,20.615,,,,,
272,04/01/20 09:05:00 AM,20.901,,,,,
273,04/01/20 09:10:00 AM,21.187,,,,,
274,04/01/20 09:15:00 AM,21.378,,,,,
275,04/01/20 09:20:00 AM,21.473,,,,,
276,04/01/20 09:25:00 AM,21.569,,,,,
277,04/01/20 09:30:00 AM,21.569,,,,,
278,04/01/20 09:35:00 AM,21.569,,,,,
279,04/01/20 09:40:00 AM,21.664,,,,,
280,04/01/20 09:45:00 AM,21.664,,,,,
281,04/01/20 09:50:00 AM,21.664,,,,,
282,04/01/20 09:55:00 AM,21.664,,,,,
283,04/01/20 10:00:00 AM,21.664,,,,,
284,04/01/20 10:05:00 AM,21.664,,,,,
285,04/01/20 10:10:00 AM,21.664,,,,,
286,04/01/20 10:15:00 AM,21.664,,,,,
287,04/01/20 10:20:00 AM,21.664,,,,,
288,04/01/20 10:25:00 AM,21.664,,,,,
289,04/01/20 10:30:00 AM,21.664,,,,,
290,04/01/20 10:35:00 AM,21.760,,,,,
291,04/01/20 10:40:00 AM,21.760,,,,,
292,04/01/20 10:45:00 AM,21.760,,,,,
293,04/01/20 10:50:00 AM,21.855,,,,,
294,04/01/20 10:55:00 AM,21.855,,,,,
295,04/01/20 11:00:00 AM,21.855,,,,,
296,04/01/20 11:05:00 AM,21.951,,,,,
297,04/01/20 11:10:00 AM,21.951,,,,,
298,04/01/20 11:15:00 AM,21.951,,,,,
299,04/01/20 11:20:00 AM,21.951,,,,,
300,04/01/20 11:25:00 AM,21.951,,,,,
301,04/01/20 11:30:00 AM,21.951,,,,,
302,04/01/20 11:35:00 AM,21.951,,,,,
303,04/01/20 11:40:00 AM,21.951,,,,,
304,04/01/20 11:45:00 AM,21.951,,,,,
305,04/01/20 11:50:00 AM,21.951,,,,,
306,04/01/20 11:55:00 AM,21.951,,,,,
307,04/01/20 12:00:00 PM,21.951,,,,,
308,04/01/20 12:05:00 PM,21.951,,,,,
309,04/01/20 12:10:00 PM,21.951,,,,,
310,04/01/20 12:15:00 PM,21.951,,,,,
311,04/01/20 12:20:00 PM,21.378,,,,,
312,04/01/20 12:25:00 PM,21.378,,,,,
313,04/01/20 12:30:00 PM,21.378,,,,,
314,04/01/20 12:35:00 PM,21.473,,,,,
315,04/01/20 12:40:00 PM,20.805,,,,,
316,04/01/20 12:45:00 PM,20.615,,,,,
317,04/01/20 12:50:00 PM,14.900,,,,,
318,04/01/20 12:55:00 PM,8.779,,,,,
319,04/01/20 01:00:00 PM,5.037,,,,,
320,04/01/20 01:05:00 PM,2.943,,,,,
321,04/01/20 01:10:00 PM,2.088,,,,,
322,04/01/20 01:15:00 PM,1.656,,,,,
323,04/01/20 01:20:00 PM,1.330,,,,,
324,04/01/20 01:25:00 PM,1.221,,,,,
325,04/01/20 01:30:00 PM,1.112,,,,,
326,04/01/20 01:35:00 PM,1.112,,,,,
327,04/01/20 01:40:00 PM,1.112,,,,,
328,04/01/20 01:45:00 PM,1.003,,,,,
329,04/01/20 01:50:00 PM,0.893,,,,,
330,04/01/20 01:55:00 PM,0.784,,,,,
331,04/01/20 02:00:00 PM,0.784,,,,,
332,04/01/20 02:05:00 PM,0.784,,,,,
333,04/01/20 02:10:00 PM,0.784,,,,,
334,04/01/20 02:15:00 PM,0.784,,,,,
335,04/01/20 02:20:00 PM,0.784,,,,,
336,04/01/20 02:25:00 PM,0.893,,,,,
337,04/01/20 02:30:00 PM,0.893,,,,,
338,04/01/20 02:35:00 PM,0.784,,,,,
339,04/01/20 02:40:00 PM,0.674,,,,,
340,04/01/20 02:45:00 PM,0.674,,,,,
341,04/01/20 02:50:00 PM,0.674,,,,,
342,04/01/20 02:55:00 PM,0.674,,,,,
343,04/01/20 03:00:00 PM,0.784,,,,,
344,04/01/20 03:05:00 PM,0.784,,,,,
345,04/01/20 03:10:00 PM,0.784,,,,,
346,04/01/20 03:15:00 PM,0.893,,,,,
347,04/01/20 03:20:00 PM,0.784,,,,,
348,04/01/20 03:25:00 PM,0.674,,,,,
349,04/01/20 03:30:00 PM,0.674,,,,,
350,04/01/20 03:35:00 PM,0.674,,,,,
351,04/01/20 03:40:00 PM,0.674,,,,,
352,04/01/20 03:45:00 PM,0.674,,,,,
353,04/01/20 03:50:00 PM,0.784,,,,,
354,04/01/20 03:55:00 PM,0.784,,,,,
355,04/01/20 04:00:00 PM,0.893,,,,,
356,04/01/20 04:05:00 PM,0.674,,,,,
357,04/01/20 04:10:00 PM,0.674,,,,,
358,04/01/20 04:15:00 PM,0.674,,,,,
359,04/01/20 04:20:00 PM,0.674,,,,,
360,04/01/20 04:25:00 PM,0.674,,,,,
361,04/01/20 04:30:00 PM,0.674,,,,,
362,04/01/20 04:35:00 PM,0.674,,,,,
363,04/01/20 04:40:00 PM,0.784,,,,,
364,04/01/20 04:45:00 PM,0.784,,,,,
365,04/01/20 04:50:00 PM,0.784,,,,,
366,04/01/20 04:55:00 PM,0.674,,,,,
367,04/01/20 05:00:00 PM,0.674,,,,,
368,04/01/20 05:05:00 PM,0.563,,,,,
369,04/01/20 05:10:00 PM,0.674,,,,,
370,04/01/20 05:15:00 PM,0.674,,,,,
371,04/01/20 05:20:00 PM,0.674,,,,,
372,04/01/20 05:25:00 PM,0.674,,,,,
373,04/01/20 05:30:00 PM,0.674,,,,,
374,04/01/20 05:35:00 PM,0.893,,,,,
375,04/01/20 05:40:00 PM,0.674,,,,,
376,04/01/20 05:45:00 PM,0.674,,,,,
377,04/01/20 05:50:00 PM,0.674,,,,,
378,04/01/20 05:55:00 PM,0.563,,,,,
379,04/01/20 06:00:00 PM,0.563,,,,,
380,04/01/20 06:05:00 PM,0.563,,,,,
381,04/01/20 06:10:00 PM,0.674,,,,,
382,04/01/20 06:15:00 PM,0.674,,,,,
383,04/01/20 06:20:00 PM,0.674,,,,,
384,04/01/20 06:25:00 PM,0.893,,,,,
385,04/01/20 06:30:00 PM,0.674,,,,,
386,04/01/20 06:35:00 PM,0.674,,,,,
387,04/01/20 06:40:00 PM,0.674,,,,,
388,04/01/20 06:45:00 PM,0.563,,,,,
389,04/01/20 06:50:00 PM,0.563,,,,,
390,04/01/20 06:55:00 PM,0.674,,,,,
391,04/01/20 07:00:00 PM,0.674,,,,,
392,04/01/20 07:05:00 PM,0.674,,,,,
393,04/01/20 07:10:00 PM,0.784,,,,,
394,04/01/20 07:15:00 PM,0.784,,,,,
395,04/01/20 07:20:00 PM,0.674,,,,,
396,04/01/20 07:25:00 PM,0.563,,,,,
397,04/01/20 07:30:00 PM,0.563,,,,,
398,04/01/20 07:35:00 PM,0.563,,,,,
399,04/01/20 07:40:00 PM,0.563,,,,,
400,04/01/20 07:45:00 PM,0.674,,,,,
401,04/01/20 07:50:00 PM,0.674,,,,,
402,04/01/20 07:55:00 PM,0.674,,,,,
403,04/01/20 08:00:00 PM,0.674,,,,,
404,04/01/20 08:05:00 PM,0.784,,,,,
405,04/01/20 08:10:00 PM,0.674,,,,,
406,04/01/20 08:15:00 PM,0.674,,,,,
407,04/01/20 08:20:00 PM,0.563,,,,,
408,04/01/20 08:25:00 PM,0.563,,,,,
409,04/01/20 08:30:00 PM,0.563,,,,,
410,04/01/20 08:35:00 PM,0.674,,,,,
411,04/01/20 08:40:00 PM,0.674,,,,,
412,04/01/20 08:45:00 PM,0.674,,,,,
413,04/01/20 08:50:00 PM,0.784,,,,,
414,04/01/20 08:55:00 PM,0.674,,,,,
415,04/01/20 09:00:00 PM,0.674,,,,,
416,04/01/20 09:05:00 PM,0.563,,,,,
417,04/01/20 09:10:00 PM,0.563,,,,,
418,04/01/20 09:15:00 PM,0.563,,,,,
419,04/01/20 09:20:00 PM,0.563,,,,,
420,04/01/20 09:25:00 PM,0.674,,,,,
421,04/01/20 09:30:00 PM,0.674,,,,,
422,04/01/20 09:35:00 PM,0.674,,,,,
423,04/01/20 09:40:00 PM,0.893,,,,,
424,04/01/20 09:45:00 PM,0.674,,,,,
425,04/01/20 09:50:00 PM,0.563,,,,,
426,04/01/20 09:55:00 PM,0.563,,,,,
427,04/01/20 10:00:00 PM,0.563,,,,,
428,04/01/20 10:05:00 PM,0.563,,,,,
429,04/01/20 10:10:00 PM,0.563,,,,,
430,04/01/20 10:15:00 PM,0.563,,,,,
431,04/01/20 10:20:00 PM,0.674,,,,,
432,04/01/20 10:25:00 PM,0.674,,,,,
433,04/01/20 10:30:00 PM,0.893,,,,,
434,04/01/20 10:35:00 PM,0.893,,,,,
435,04/01/20 10:40:00 PM,1.656,,,,,
436,04/01/20 10:45:00 PM,2.410,,,,,
437,04/01/20 10:50:00 PM,2.517,,,,,
438,04/01/20 10:55:00 PM,2.517,,,,,
439,04/01/20 11:00:00 PM,2.943,,,,,
440,04/01/20 11:05:00 PM,3.683,,,,,
441,04/01/20 11:10:00 PM,2.517,,,,,
442,04/01/20 11:15:00 PM,1.330,,,,,
443,04/01/20 11:20:00 PM,1.221,,,,,
444,04/01/20 11:25:00 PM,1.330,,,,,
445,04/01/20 11:30:00 PM,1.330,,,,,
446,04/01/20 11:35:00 PM,1.330,,,,,
447,04/01/20 11:40:00 PM,1.439,,,,,
448,04/01/20 11:45:00 PM,1.439,,,,,
449,04/01/20 11:50:00 PM,1.548,,,,,
450,04/01/20 11:55:00 PM,1.112,,,,,
451,04/02/20 12:00:00 AM,1.112,,,,,
452,04/02/20 12:05:00 AM,1.112,,,,,
453,04/02/20 12:10:00 AM,1.112,,,,,
454,04/02/20 12:15:00 AM,1.221,,,,,
455,04/02/20 12:20:00 AM,1.221,,,,,
456,04/02/20 12:25:00 AM,1.221,,,,,
457,04/02/20 12:30:00 AM,1.330,,,,,
458,04/02/20 12:35:00 AM,1.330,,,,,
459,04/02/20 12:40:00 AM,1.003,,,,,
460,04/02/20 12:45:00 AM,1.003,,,,,
461,04/02/20 12:50:00 AM,1.003,,,,,
462,04/02/20 12:55:00 AM,1.003,,,,,
463,04/02/20 01:00:00 AM,1.112,,,,,
464,04/02/20 01:05:00 AM,1.112,,,,,
465,04/02/20 01:10:00 AM,1.112,,,,,
466,04/02/20 01:15:00 AM,1.112,,,,,
467,04/02/20 01:20:00 AM,1.221,,,,,
468,04/02/20 01:25:00 AM,1.003,,,,,
469,04/02/20 01:30:00 AM,1.003,,,,,
470,04/02/20 01:35:00 AM,0.893,,,,,
471,04/02/20 01:40:00 AM,1.003,,,,,
472,04/02/20 01:45:00 AM,1.003,,,,,
473,04/02/20 01:50:00 AM,1.003,,,,,
474,04/02/20 01:55:00 AM,1.003,,,,,
475,04/02/20 02:00:00 AM,1.003,,,,,
476,04/02/20 02:05:00 AM,1.112,,,,,
477,04/02/20 02:10:00 AM,1.112,,,,,
478,04/02/20 02:15:00 AM,0.893,,,,,
479,04/02/20 02:20:00 AM,0.893,,,,,
480,04/02/20 02:25:00 AM,0.893,,,,,
481,04/02/20 02:30:00 AM,0.893,,,,,
482,04/02/20 02:35:00 AM,0.893,,,,,
483,04/02/20 02:40:00 AM,0.893,,,,,
484,04/02/20 02:45:00 AM,0.893,,,,,
485,04/02/20 02:50:00 AM,1.003,,,,,
486,04/02/20 02:55:00 AM,1.003,,,,,
487,04/02/20 03:00:00 AM,1.003,,,,,
488,04/02/20 03:05:00 AM,0.784,,,,,
489,04/02/20 03:10:00 AM,0.784,,,,,
490,04/02/20 03:15:00 AM,0.784,,,,,
491,04/02/20 03:20:00 AM,0.784,,,,,
492,04/02/20 03:25:00 AM,0.784,,,,,
493,04/02/20 03:30:00 AM,0.784,,,,,
494,04/02/20 03:35:00 AM,0.893,,,,,
495,04/02/20 03:40:00 AM,0.893,,,,,
496,04/02/20 03:45:00 AM,1.003,,,,,
497,04/02/20 03:50:00 AM,0.784,,,,,
498,04/02/20 03:55:00 AM,0.784,,,,,
499,04/02/20 04:00:00 AM,0.784,,,,,
500,04/02/20 04:05:00 AM,0.784,,,,,
501,04/02/20 04:10:00 AM,0.784,,,,,
502,04/02/20 04:15:00 AM,0.784,,,,,
503,04/02/20 04:20:00 AM,0.784,,,,,
504,04/02/20 04:25:00 AM,0.784,,,,,
505,04/02/20 04:30:00 AM,0.893,,,,,
506,04/02/20 04:35:00 AM,1.003,,,,,
507,04/02/20 04:40:00 AM,0.784,,,,,
508,04/02/20 04:45:00 AM,0.674,,,,,
509,04/02/20 04:50:00 AM,0.674,,,,,
510,04/02/20 04:55:00 AM,0.674,,,,,
511,04/02/20 05:00:00 AM,0.674,,,,,
512,04/02/20 05:05:00 AM,0.674,,,,,
513,04/02/20 05:10:00 AM,0.784,,,,,
514,04/02/20 05:15:00 AM,0.784,,,,,
515,04/02/20 05:20:00 AM,0.784,,,,,
516,04/02/20 05:25:00 AM,1.003,,,,,
517,04/02/20 05:30:00 AM,0.674,,,,,
518,04/02/20 05:35:00 AM,0.674,,,,,
519,04/02/20 05:40:00 AM,0.674,,,,,
520,04/02/20 05:45:00 AM,0.674,,,,,
521,04/02/20 05:50:00 AM,0.674,,,,,
522,04/02/20 05:55:00 AM,0.674,,,,,
523,04/02/20 06:00:00 AM,0.674,,,,,
524,04/02/20 06:05:00 AM,0.784,,,,,
525,04/02/20 06:10:00 AM,0.784,,,,,
526,04/02/20 06:15:00 AM,0.893,,,,,
